coingecko-id:,cardano,apecoin,arbitrum,astroport-fi,cosmos,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,polkadot,ethereum,wrapped-steth,gmx,hedera-hashgraph,hbarx,indigo-dao-governance-token,kujira,lido-dao,chainlink,litecoin,terra-luna-2,mantadao,near,harmony,optimism,osmosis,pax-gold,benqi,lion-dao,snek,havven,solana,undead-blocks,tether,usd-coin
2025-11-15,0.509427,0.358365,0.245305,0.0023334,2.9,0.071911,15.74,19.4,941.47,96054,0.164156,2.88,3218.82,3926.87,8.78,0.15669,0.212818,0.516142,0.099882,0.769462,14.3,103.5,0.081487,0.139657,2.47,0.00523521,0.396888,0.097388,4092.43,0.00416962,0.000000269071,0.00166105,0.742743,142.86,0.0020792,0.999425,0.99981
2025-11-16,0.493993,0.347942,0.238359,0.0022973,2.8,0.06902,15.42,18.97,930.41,95359,0.160887,2.81,3159.04,3854.89,8.58,0.151301,0.206372,0.507728,0.088279,0.747143,14.02,100.73,0.079446,0.139657,2.46,0.00500433,0.385861,0.095673,4096.8,0.00407763,0.000000261999,0.00165368,0.721133,139.81,0.00210416,0.99955,0.999655
2025-11-17,0.471119,0.338416,0.230977,0.00230233,2.79,0.070162,14.79,18.23,912.42,92947,0.156184,2.73,3066.25,3736.59,8.45,0.147613,0.201422,0.495264,0.094472,0.709667,13.43,93.75,0.076391,0.139657,2.25,0.00484929,0.37169,0.092294,4057.93,0.00390308,0.00000025453,0.00154366,0.680469,132.45,0.00206299,0.999288,0.999705
2025-11-18,0.465588,0.331024,0.234641,0.00226951,2.72,0.066004,14.56,17.89,918.55,91551,0.157432,2.72,3066.92,3714.06,8.67,0.145634,0.19874,0.457814,0.084604,0.71232,13.47,95.23,0.077267,0.139657,2.24,0.00475294,0.376925,0.090951,4057.31,0.00387865,0.000000254694,0.00164379,0.689549,138.55,0.00207472,0.999057,0.999716
2025-11-19,0.464348,0.329402,0.232181,0.00227753,2.74,0.06624,14.28,17.62,915.86,91500,0.157168,2.69,3048.06,3719.06,8.73,0.146185,0.200907,0.461027,0.086826,0.715654,13.28,93.38,0.07568,0.139657,2.26,0.0046724,0.375372,0.090219,4106.65,0.00390858,0.000000253066,0.00164741,0.673921,137.01,0.00207402,0.999577,0.999737
2025-11-20,0.466215,0.336482,0.238105,0.00234965,3.01,0.067247,14.4,17.75,899.5,91818,0.158058,2.79,3011.18,3677.22,8.77,0.14586,0.197872,0.462743,0.083867,0.740577,13.68,92.4,0.076157,0.139657,2.33,0.00496858,0.391334,0.092455,4074.98,0.00415056,0.00000026142,0.00164528,0.669192,141.67,0.00206469,0.99923,0.999704
2025-11-21,0.40494,0.285429,0.201296,0.00212174,2.57,0.059546,13.12,16.13,820.39,83520,0.138885,2.38,2732.01,3331.7,7.85,0.12816,0.173853,0.387751,0.074396,0.618399,12.06,82.8,0.068582,0.139657,1.93,0.00411103,0.322503,0.083666,4052.55,0.0037333,0.000000235586,0.00135373,0.606082,126.31,0.00186663,0.998876,0.999616
2025-11-22,0.395307,0.279054,0.196656,0.00214961,2.46,0.053596,13.13,16.18,817.79,83685,0.136387,2.28,2714.23,3309.53,7.92,0.126957,0.174029,0.371463,0.071131,0.608628,11.81,81.71,0.069568,0.139657,1.81,0.00397061,0.296236,0.081504,4057.5,0.00368713,0.000000237658,0.00138708,0.563744,125.42,0.0018854,0.999608,0.999733
2025-11-23,0.412932,0.286239,0.202067,0.00230418,2.54,0.056735,13.32,16.4,847.2,86526,0.14497,2.34,2833.64,3452.31,8.33,0.140551,0.189687,0.381457,0.071028,0.628255,12.61,83.41,0.073974,0.139657,1.86,0.00415532,0.306319,0.083326,4053.87,0.00381393,0.000000155847,0.00148257,0.60837,130.89,0.001925,0.999558,0.999702
2025-11-24,0.406158,0.28009,0.20184,0.00271016,2.42,0.057412,13.32,16.41,838.4,86029,0.144999,2.26,2805.13,3419.43,8.46,0.143712,0.196885,0.379475,0.067583,0.632608,12.48,82.61,0.071392,0.139657,1.85,0.00409361,0.303751,0.080315,4074.36,0.00375847,0.000000188402,0.00148779,0.56284,129.57,0.00185134,0.999662,0.9997
